sitear	neighbourhood	organisat	governorateor	districtor	photo	environment	governorate	district	phone	householdnum	household	men	women	boys	girls	individual	water_access	water_quality	electric	openelement	damage	hazards	mines	fighting	geo	Improvised_Shelter	Tent	Individual_mud_building	Individual_mix_building	Individual_concrete_building	Shop	Apartment_block	Under_construction	opensite	abandonned	unfinished	class	accom	cluster	scoreclass	longitude	latitude
»·œ… »«ﬂÌ—«	ﬁ—Ì… ﬂÊ‰œÌﬂ ‰»Ì	unhcr	Dahuk	Dahuk	1413974591291.jpg	town	Dahuk	Dahuk	7701855024	d. 6-7	8	9	10	14	11	44	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.9646225079098,43.1709526461513"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 1	5.None	43.17095265	36.96462251
ÂÌﬂ· ‘Ì‰Ê«—  Õ”‰	—‘«‰ﬂÌ	drc	Dahuk	Dahuk	1413965571791.jpg	isolated	Dahuk	Dahuk	7507158527	d. 6-7	5	7	5	8	6	26	4.None	4.None	4.None	4.None	3.Minor	4.None	4.None	4.None	"36.9281010562554,43.1936137843877"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	43.19361378	36.92810106
»·œ… »«ﬂÌ—«	ﬁ—Ì… ﬂÊ‰œﬂ ‰»Ì	unhcr	Dahuk	Dahuk	1413977314138.jpg	town	Dahuk	Dahuk	7502340476	d. 6-7	12	14	17	17	18	66	4.None	4.None	4.None	3.Minor	3.Minor	4.None	4.None	4.None	"36.9702917216367,43.1708612586734"	0	0	0	1	0	0	0	0	No	Yes	No	b. 50-99	 Concrete 	Cluster 1	4.Low	43.17086126	36.97029172
œ«— ÂÊ“«‰	 · ﬂ»—	reach	Dahuk	Zakho	1413275425638.jpg	city_suburb	Dahuk	Zakho	7507895341	d. 6-7	5	6	6	9	7	28	4.None	4.None	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"37.1679882629574,42.7499685222267"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 1	5.None	42.74996852	37.16798826
„·ﬂ ‘Ì‰Ê«—	—‘‰ﬂ«	drc	Dahuk	Dahuk	1413965808815.jpg	isolated	Dahuk	Dahuk	7507940260	5-Apr	11	15	13	17	9	54	4.None	4.None	4.None	4.None	2.Moderate	1.Major	4.None	4.None	"36.9279735255986,43.1932542845607"	0	0	0	0	0	0	0	0	No	No	No	b. 50-99	 Tent 	Cluster 2	4.Low	43.19325428	36.92797353
999	—‘«‰ﬂÌ	drc	Dahuk	Dahuk	1413966981935.jpg	isolated	Dahuk	Dahuk	7507726808	5-Apr	5	5	5	4	6	20	4.None	3.Minor	4.None	4.None	4.None	4.None	4.None	4.None	"36.9298588251695,43.195697022602"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	43.19569702	36.92985883
Œ—«»«»ﬂ«	ÿÊﬂÌ	iom	Dahuk	Zakho	1413963613856.jpg	town	Dahuk	Zakho	7501895583	e. 8-10	12	20	24	23	25	92	3.Minor	3.Minor	4.None	3.Minor	4.None	4.None	4.None	4.None	"37.1469774494917,42.7502048944803"	0	0	0	0	0	1	0	0	No	Yes	No	b. 50-99	 Shop 	Cluster 1	3.Medium	42.75020489	37.14697745
Œ—«»«»ﬂ«	ÿÊﬂÌ	iom	Dahuk	Zakho	1413964214732.jpg	town	Dahuk	Zakho	7503439215	d. 6-7	5	5	5	10	8	28	3.Minor	3.Minor	4.None	4.None	4.None	4.None	4.None	4.None	"37.1471974337829,42.7505639266542"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 1	4.Low	42.75056393	37.14719743
Œ—«»«»ﬂ«	ÿÊﬂÌ	iom	Dahuk	Zakho	1413964666440.jpg	town	Dahuk	Zakho	7507101183	e. 8-10	5	8	14	8	9	39	1.Major	1.Major	2.Moderate	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1463667317034,42.7516139087626"	0	0	0	0	0	1	0	0	No	Yes	No	a. 0-49	 Shop 	Cluster 2	2.High	42.75161391	37.14636673
⁄„— «€«	Œ—«»«»ﬂ«	iom	Dahuk	Zakho	1413967181207.jpg	town	Dahuk	Zakho	7815320253	d. 6-7	8	9	13	14	19	55	3.Minor	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	4.None	"37.1510056913716,42.7851322118236"	0	0	0	1	0	0	0	0	No	Yes	No	b. 50-99	 Concrete 	Cluster 1	4.Low	42.78513221	37.15100569
999	ﬁ—Ì… Â«‘ ﬂ«	reach	Ninewa	Akre	1413970341455.jpg	town	Ninewa	Akre	7504403986	5-Apr	5	6	7	5	3	21	4.None	4.None	4.None	4.None	2.Moderate	4.None	4.None	4.None	"36.7848847387855,43.9303458408774"	0	0	1	0	0	0	0	0	No	Yes	No	a. 0-49	 Mix 	Cluster 2	5.None	43.93034584	36.78488474
ÂÌﬂ· «·„Œ «—	ﬁ—Ì… Â«‘ ﬂ«	reach	Ninewa	Akre	1413972037250.jpg	town	Ninewa	Akre	7502054258	d. 6-7	5	8	6	5	6	25	2.Moderate	4.None	2.Moderate	1.Major	1.Major	4.None	4.None	4.None	"36.7897030561527,43.9331974146937"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	3.Medium	43.93319741	36.78970306
999	ﬁ—Ì… Â«‘ ﬂ«	reach	Ninewa	Hamdaniya	1413970747007.jpg	town	Ninewa	Akre	7703898378	5-Apr	6	13	8	2	4	27	3.Minor	4.None	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"36.7846080981455,43.9305141127176"	0	0	1	0	0	0	0	0	No	Yes	No	a. 0-49	 Mix 	Cluster 1	3.Medium	43.93051411	36.7846081
999	Â«‘ ﬂ«	reach	Ninewa	Akre	1413971338907.jpg	town	Ninewa	Akre	7704144411	d. 6-7	5	7	7	8	5	27	1.Major	2.Moderate	4.None	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	"36.785543877916,43.9303102094277"	0	0	1	0	0	0	0	0	No	Yes	No	a. 0-49	 Mix 	Cluster 2	3.Medium	43.93031021	36.78554388
ﬂ—ﬂÌ ”‰œÌ	œÂ —ﬂ«—	reach	Dahuk	Zakho	1413279301822.jpg	city_suburb	Dahuk	Zakho	7503279752	d. 6-7	5	6	9	10	9	34	4.None	4.None	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1805136173394,42.787065734905"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.78706573	37.18051362
ﬂ—»Ì‘	ﬂ—»Ì‘ 2	reach	Ninewa	Akre	1413973081317.jpg	town	Ninewa	Akre	7503123857	5-Apr	12	13	17	15	13	58	4.None	4.None	4.None	1.Major	3.Minor	3.Minor	4.None	4.None	"36.8051456845779,43.954457017662"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	3.Medium	43.95445702	36.80514568
Œ«‰ﬂ« ŒÊ«—Ì	Œ«‰ﬂ« ŒÊ«—Ì	reach	Ninewa	Akre	1413975592096.jpg	town	Ninewa	Akre	7507847135	d. 6-7	6	6	5	13	9	33	4.None	4.None	4.None	3.Minor	4.None	4.None	4.None	4.None	"36.84573008747,43.8671824366847"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 1	4.Low	43.86718244	36.84573009
«Ì«“	«—œÊ«‰	unhcr	Dahuk	Zakho	1413961660664.jpg	isolated	Dahuk	Zakho	7503278996	5-Apr	11	13	14	11	10	48	1.Major	1.Major	1.Major	1.Major	1.Major	4.None	4.None	4.None	"37.1735369512661,42.6914810593058"	0	0	1	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Mix Concrete 	Cluster 2	1.Extreme	42.69148106	37.17353695
«Ì«“	«—œÊ«‰	unhcr	Dahuk	Zakho	1413961996667.jpg	isolated	Dahuk	Zakho	7507449312	e. 8-10	5	11	10	11	14	46	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1735101514601,42.6915781904383"	0	1	0	0	0	0	0	1	Yes	No	Yes	a. 0-49	Unfinished Mud 	Cluster 1	5.None	42.69157819	37.17351015
«Ì«“	«—œÊ«‰	unhcr	Dahuk	Zakho	1413962865444.jpg	isolated	Dahuk	Zakho	7507844680	e. 8-10	5	9	11	9	7	36	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.173229350421,42.690807911063"	0	1	0	0	0	0	0	1	Yes	No	Yes	a. 0-49	Unfinished Mud 	Cluster 1	5.None	42.69080791	37.17322935
«Ì«“	«—œÊ«‰ 	unhcr	Dahuk	Zakho	1413963202765.jpg	isolated	Dahuk	Zakho	7503113343	e. 8-10	5	9	12	13	10	44	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1723728936519,42.6897138772206"	0	0	1	0	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Mix 	Cluster 1	5.None	42.68971388	37.17237289
«—œÊ«‰	«Ì«“	unhcr	Dahuk	Zakho	1413966896016.jpg	isolated	Dahuk	Zakho	7507670438	e. 8-10	6	11	12	13	12	48	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1744242092028,42.6853978893185"	1	0	0	0	1	0	0	1	Yes	Yes	Yes	a. 0-49	Unfinished Improvised 	Cluster 1	5.None	42.68539789	37.17442421
«—œÊ«‰	«Ì«“	unhcr	Dahuk	Zakho	1413967208141.jpg	isolated	Dahuk	Zakho	7507275473	5-Apr	6	6	6	8	9	29	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1743346649853,42.6853710065583"	0	1	0	0	0	0	0	1	Yes	No	Yes	a. 0-49	Unfinished Mud 	Cluster 1	5.None	42.68537101	37.17433466
«Ì«“	«—œÊ«‰	unhcr	Dahuk	Zakho	1413967948677.jpg	isolated	Dahuk	Zakho	7503026164	d. 6-7	10	16	17	14	17	64	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1757364501489,42.6820257763061"	0	1	0	0	0	0	0	1	Yes	No	Yes	b. 50-99	Unfinished Mud 	Cluster 1	5.None	42.68202578	37.17573645
«—œÊ«‰	«Ì«“	unhcr	Dahuk	Zakho	1413968225056.jpg	isolated	Dahuk	Zakho	7507768022	d. 6-7	5	7	7	7	7	28	4.None	4.None	4.None	4.None	1.Major	4.None	4.None	4.None	"37.1754717003388,42.6801533027669"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 2	4.Low	42.6801533	37.1754717
ﬂ—ﬂÌ ”‰œÌ	œ—ﬂ«—	reach	Dahuk	Zakho	1413277206005.jpg	city_suburb	Dahuk	Zakho	7502144983	d. 6-7	7	9	8	12	8	37	4.None	4.None	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"37.1833712415855,42.7849799181613"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.78497992	37.18337124
«—œÊ«‰	«Ì«“	unhcr	Dahuk	Zakho	1413968812939.jpg	isolated	Dahuk	Zakho	7503899735	e. 8-10	6	9	8	12	17	46	4.None	4.None	4.None	2.Moderate	4.None	1.Major	4.None	4.None	"37.1752577046055,42.6790647296748"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 2	4.Low	42.67906473	37.1752577
«—œÊ«‰	«Ì«“	unhcr	Dahuk	Zakho	1413969545455.jpg	isolated	Dahuk	Zakho	7828354554	d. 6-7	5	5	7	9	8	29	4.None	4.None	4.None	4.None	4.None	3.Minor	4.None	4.None	"37.1743246125305,42.6748509082621"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	4.Low	42.67485091	37.17432461
«—œÊ«‰	«Ì«“	unhcr	Dahuk	Zakho	1413969953424.jpg	isolated	Dahuk	Zakho	7503049188	f. >10	6	12	12	15	22	61	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1761641249497,42.6751678618539"	0	0	0	1	0	0	0	1	No	Yes	Yes	b. 50-99	Unfinished Concrete 	Cluster 1	5.None	42.67516786	37.17616412
«—œÊ«‰	«Ì«“	unhcr	Dahuk	Zakho	1413970155977.jpg	isolated	Dahuk	Zakho	7508381491	5-Apr	7	9	7	8	7	31	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1761688852837,42.6745041326592"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	5.None	42.67450413	37.17616889
«—œÊ«‰	«Ì«“	unhcr	Dahuk	Zakho	1413970821783.jpg	isolated	Dahuk	Zakho	7501648580	d. 6-7	5	7	8	8	8	31	3.Minor	3.Minor	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"37.1735011000695,42.6742714400814"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.67427144	37.1735011
„—ﬂ“ ‘»«» ⁄‰ﬂ«Ê…	⁄‰ﬂ«Ê… »ﬁ—» 108	iom	Erbil	Erbil	1413209510742.jpg	city_centre	Erbil	Erbil	7707464083	d. 6-7	230	258	380	209	310	1157	2.Moderate	1.Major	1.Major	2.Moderate	4.None	4.None	4.None	4.None	"36.2465718470101,44.00963494026"	0	0	0	0	0	0	0	0	Yes	No	No	f. >1000	 Tent Open 	Cluster 2	3.Medium	44.00963494	36.24657185
“Ê“«‰ ”Ì Ì	œ«»Ì‰	reach	Dahuk	Dahuk	1413790227806.jpg	city_suburb	Dahuk	Dahuk	7503142464	e. 8-10	150	175	325	325	475	1300	4.None	4.None	4.None	1.Major	4.None	4.None	4.None	4.None	"36.885675444974,42.9531756364587"	0	0	0	0	0	0	0	1	No	No	Yes	f. >1000	Unfinished 	Cluster 1	4.Low	42.95317564	36.88567544
ÊÂ ·« 	»Ìœ«— 	unhcr	Dahuk	Zakho	1413983333061.jpg	city_centre	Dahuk	Zakho	7507895492	5-Apr	56	81	88	45	56	270	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1592565413175,42.6661416954854"	0	0	0	1	0	0	1	1	No	Yes	Yes	d. 250-499	Unfinished Concrete Appart	Cluster 1	5.None	42.6661417	37.15925654
Ê·« 	»Ìœ«—	unhcr	Dahuk	Zakho	1413983569111.jpg	city_centre	Dahuk	Zakho	7501378993	e. 8-10	57	88	89	112	136	425	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1591241523401,42.6666806530302"	0	0	0	1	0	1	0	1	No	Yes	Yes	d. 250-499	Unfinished Concrete Shop 	Cluster 1	5.None	42.66668065	37.15912415
Ê·« 	»Ìœ«—	unhcr	Dahuk	Zakho	1413983716482.jpg	city_centre	Dahuk	Zakho	7504434480	d. 6-7	37	52	60	60	45	217	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1589683550943,42.6664174155037"	0	0	0	1	0	1	0	1	No	Yes	Yes	c. 100-249	Unfinished Concrete Shop 	Cluster 1	5.None	42.66641742	37.15896836
ÂÌﬂ· «»Ê ”·Ê«‰	»Ì—”›Ì	reach	Dahuk	Zakho	1413276135521.jpg	town	Dahuk	Zakho	7507868691	5-Apr	6	9	6	8	2	25	2.Moderate	4.None	3.Minor	2.Moderate	2.Moderate	3.Minor	4.None	4.None	"37.1936719837227,42.8553106861878"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.85531069	37.19367198
Ê·« 	»Ìœ«—	unhcr	Dahuk	Zakho	1413983859534.jpg	city_centre	Dahuk	Zakho	7504434480	5-Apr	68	68	88	70	76	302	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.158873335672,42.666459809087"	0	0	0	1	0	1	1	1	No	Yes	Yes	d. 250-499	Unfinished Concrete Shop Appart	Cluster 1	5.None	42.66645981	37.15887334
Ê·« 	»Ìœ«—	unhcr	Dahuk	Zakho	1413984079168.jpg	city_centre	Dahuk	Zakho	7504212332	d. 6-7	16	26	27	22	21	96	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1586589788924,42.6661416528299"	0	0	0	1	0	1	0	1	No	Yes	Yes	b. 50-99	Unfinished Concrete Shop 	Cluster 1	5.None	42.66614165	37.15865898
Ê·« 	»Ìœ«—	unhcr	Dahuk	Zakho	1413984233333.jpg	city_centre	Dahuk	Zakho	7503346456	d. 6-7	44	78	78	46	49	251	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1584943953948,42.6659175190701"	0	0	0	1	0	1	1	1	No	Yes	Yes	d. 250-499	Unfinished Concrete Shop Appart	Cluster 1	5.None	42.66591752	37.1584944
Ê·« 	»Ìœ«—	unhcr	Dahuk	Zakho	1413984436031.jpg	city_centre	Dahuk	Zakho	7503549494	d. 6-7	22	32	43	27	43	145	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1587420940878,42.6662058249611"	0	0	0	1	0	1	1	1	No	Yes	Yes	c. 100-249	Unfinished Concrete Shop Appart	Cluster 1	5.None	42.66620582	37.15874209
Ê·« 	»Ìœ«—	unhcr	Dahuk	Zakho	1413984747643.jpg	city_centre	Dahuk	Zakho	7507401335	d. 6-7	40	56	56	44	65	221	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1579618198259,42.6651990277394"	0	0	0	1	0	1	1	1	No	Yes	Yes	c. 100-249	Unfinished Concrete Shop Appart	Cluster 1	5.None	42.66519903	37.15796182
Ê·« 	»Ìœ«—	unhcr	Dahuk	Zakho	1413985031874.jpg	city_centre	Dahuk	Zakho	7507211977	e. 8-10	8	16	17	16	13	62	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1579942930402,42.6665647479529"	0	0	0	1	0	1	0	1	No	Yes	Yes	b. 50-99	Unfinished Concrete Shop 	Cluster 1	5.None	42.66656475	37.15799429
«—œÊ«‰	«Ì«“	unhcr	Dahuk	Zakho	1413963671514.jpg	isolated	Dahuk	Zakho	7507237121	d. 6-7	5	7	8	7	8	30	4.None	4.None	4.None	1.Major	1.Major	4.None	4.None	4.None	"37.1725846208066,42.6905504702216"	0	0	1	0	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Mix 	Cluster 2	3.Medium	42.69055047	37.17258462
999	‘ﬂ› «„«—«	frc	Dahuk	Zakho	1413962491630.jpg	city_centre	Dahuk	Zakho	7504178341	d. 6-7	9	12	9	11	19	51	3.Minor	2.Moderate	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1617999530232,42.690569959446"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	3.Medium	42.69056996	37.16179995
»‰Ì… ÕÃÌ ›Ì’·	‘ﬂ› «„«—«	frc	Dahuk	Zakho	1413962862714.jpg	city_centre	Dahuk	Zakho	7507855957	e. 8-10	16	20	25	33	42	120	4.None	4.None	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1611973738124,42.6871657908841"	0	0	0	0	0	0	0	1	No	No	Yes	c. 100-249	Unfinished 	Cluster 1	4.Low	42.68716579	37.16119737
»‰«Ì… ﬁœ—Ì	‘ﬂ› «„«—«	frc	Dahuk	Zakho	1413963848881.jpg	city_centre	Dahuk	Zakho	7507297029	d. 6-7	8	8	10	17	13	48	4.None	3.Minor	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1610458663359,42.6877683711431"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.68776837	37.16104587
ﬂ—ÌÌ ”‰œÌ	œ—ﬂ«—	reach	Dahuk	Zakho	1413279046504.jpg	city_suburb	Dahuk	Zakho	7503485262	e. 8-10	5	6	7	15	13	41	4.None	4.None	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"37.1807874300491,42.7870921914659"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.78709219	37.18078743
»‰«Ì… ÕÃÌ ⁄„—	‘ﬂ› «„«—«	frc	Dahuk	Zakho	1413964134693.jpg	city_centre	Dahuk	Zakho	7507433892	5-Apr	12	20	18	8	10	56	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1614592525439,42.6866108172844"	0	0	0	0	0	0	1	0	No	Yes	No	b. 50-99	 Appart	Cluster 1	5.None	42.68661082	37.16145925
»‰«Ì… Õ„“…	‘ﬂ› «„«—«	frc	Dahuk	Zakho	1413969906023.jpg	city_centre	Dahuk	Zakho	7507391470	d. 6-7	18	18	18	27	42	105	3.Minor	4.None	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1649698061902,42.6733510601997"	0	0	0	0	0	0	1	1	No	Yes	Yes	c. 100-249	Unfinished Appart	Cluster 1	3.Medium	42.67335106	37.16496981
»‰«Ì… Õ„Ìœ	‘ﬂ› «„«—«	frc	Dahuk	Zakho	1413970090028.jpg	city_centre	Dahuk	Zakho	7504228110	d. 6-7	7	8	10	13	15	46	4.None	4.None	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1652257485834,42.6728939618192"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.67289396	37.16522575
999	‘ﬂ› «„«—«	frc	Dahuk	Zakho	1413971004832.jpg	city_centre	Dahuk	Zakho	7507867556	d. 6-7	14	16	19	20	25	80	4.None	4.None	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1642818377599,42.6717973460742"	0	0	0	0	0	1	0	1	No	Yes	Yes	b. 50-99	Unfinished Shop 	Cluster 1	4.Low	42.67179735	37.16428184
»‰«Ì… „Õ„Êœ	‘ﬂ› «„«—«	frc	Dahuk	Zakho	1413971453072.jpg	city_centre	Dahuk	Zakho	7503819253	d. 6-7	6	7	7	7	9	30	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1645801562007,42.6724954506616"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 1	5.None	42.67249545	37.16458016
ÂÌﬂ· ÕÃÌ Œ·›	‘ﬂ› « „«—«	frc	Dahuk	Zakho	1413977677196.jpg	city_centre	Dahuk	Zakho	7503112425	d. 6-7	8	9	12	14	12	47	4.None	4.None	3.Minor	3.Minor	4.None	4.None	4.None	4.None	"37.1607719747107,42.6755545417991"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.67555454	37.16077197
999	‘ﬂ› « „«—«	frc	Dahuk	Zakho	1413978075726.jpg	city_centre	Dahuk	Zakho	7501339831	5-Apr	6	6	5	8	9	28	4.None	3.Minor	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1603781199528,42.6758701963101"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.6758702	37.16037812
ÂÌﬂ· ÕÃÌ «ﬂ—„	‘ﬂÂ › « „«—«	frc	Dahuk	Zakho	1413979015789.jpg	city_centre	Dahuk	Zakho	7503049116	d. 6-7	13	18	15	22	23	78	4.None	3.Minor	3.Minor	1.Major	3.Minor	4.None	4.None	4.None	"37.1605054698479,42.6772826303512"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	3.Medium	42.67728263	37.16050547
»‰«Ì… «„Ì‰	‘ﬂ› «„«—«	frc	Dahuk	Zakho	1413979821028.jpg	city_centre	Dahuk	Zakho	7508839466	e. 8-10	23	35	51	30	49	165	2.Moderate	3.Minor	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1611116604326,42.6759236814068"	0	0	0	0	0	0	1	1	No	Yes	Yes	c. 100-249	Unfinished Appart	Cluster 2	3.Medium	42.67592368	37.16111166
999	»Ìœ«—	frc	Dahuk	Zakho	1414051440994.jpg	city_centre	Dahuk	Zakho	7507864963	d. 6-7	47	61	76	85	106	328	2.Moderate	2.Moderate	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1591986311226,42.6659635560618"	0	0	0	0	0	0	1	1	No	Yes	Yes	d. 250-499	Unfinished Appart	Cluster 2	3.Medium	42.66596356	37.15919863
ﬂ—ﬂÌ ”‰œÌ	œÂ —ﬂ«—	reach	Dahuk	Zakho	1413279762322.jpg	city_suburb	Dahuk	Zakho	7507542937	d. 6-7	6	6	8	10	12	36	4.None	4.None	4.None	3.Minor	3.Minor	4.None	4.None	4.None	"37.1802486372213,42.7857074602861"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.78570746	37.18024864
999	»Ìœ«—	frc	Dahuk	Zakho	1414051785504.jpg	city_centre	Dahuk	Zakho	7507063965	d. 6-7	74	91	105	107	121	424	2.Moderate	2.Moderate	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1593710475978,42.6660593738369"	0	0	0	0	0	0	1	1	No	Yes	Yes	d. 250-499	Unfinished Appart	Cluster 2	3.Medium	42.66605937	37.15937105
999	»Ìœ«—	frc	Dahuk	Zakho	1414052177477.jpg	city_centre	Dahuk	Zakho	7800563255	d. 6-7	57	75	67	86	77	305	2.Moderate	2.Moderate	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1588594572354,42.6660200459039"	0	0	0	0	0	0	1	1	No	Yes	Yes	d. 250-499	Unfinished Appart	Cluster 2	3.Medium	42.66602005	37.15885946
”Êﬁ ‰Ì‘ „«‰	«·ﬁ·⁄…	iom	Erbil	Erbil	1413206325523.jpg	city_centre	Erbil	Erbil	7508419322	5-Apr	325	450	430	232	257	1369	1.Major	2.Moderate	1.Major	2.Moderate	4.None	4.None	4.None	4.None	"36.1869319391286,44.0108620010607"	0	0	0	0	0	0	0	0	Yes	No	No	f. >1000	 Tent Open 	Cluster 2	3.Medium	44.010862	36.18693194
999	»Ìœ«—	frc	Dahuk	Zakho	1414053001919.jpg	city_centre	Dahuk	Zakho	7503518135	d. 6-7	20	23	25	27	32	107	4.None	3.Minor	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"37.158358557742,42.6657076407671"	0	0	0	0	0	0	0	1	No	No	Yes	c. 100-249	Unfinished 	Cluster 1	3.Medium	42.66570764	37.15835856
999	»Ìœ«—	frc	Dahuk	Zakho	1414053188267.jpg	city_centre	Dahuk	Zakho	7503346456	d. 6-7	44	53	65	67	79	264	3.Minor	2.Moderate	3.Minor	2.Moderate	3.Minor	3.Minor	4.None	4.None	"37.1581436047149,42.6657163087179"	0	0	0	0	0	0	1	1	No	Yes	Yes	d. 250-499	Unfinished Appart	Cluster 1	2.High	42.66571631	37.1581436
»‰«Ì… «“«œ	»Ìœ«—	frc	Dahuk	Zakho	1414053567396.jpg	city_centre	Dahuk	Zakho	7501302298	e. 8-10	33	50	51	103	87	291	3.Minor	3.Minor	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1578325300715,42.6657234784158"	0	0	0	0	0	0	1	1	No	Yes	Yes	d. 250-499	Unfinished Appart	Cluster 1	3.Medium	42.66572348	37.15783253
»‰«Ì… Ê·Ìœ	»Ìœ«—	frc	Dahuk	Zakho	1414053956582.jpg	city_centre	Dahuk	Zakho	7507814867	d. 6-7	35	44	50	58	63	215	3.Minor	3.Minor	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1573554364304,42.6655297813167"	0	0	0	0	0	0	1	1	No	Yes	Yes	c. 100-249	Unfinished Appart	Cluster 1	3.Medium	42.66552978	37.15735544
